MsgCount,HexIdent,Date,Time,Lat,Long,Callsign,Altitude,Speed,Track,Vertica                                                                                                                l
7553,424048,,,54.99033,36.60208,SBI797  ,22675,401,264,1600
7563,424048,,,54.98973,36.59312,SBI797  ,22750,401,264,1600
7576,4240CC,,,54.80942,35.53673,SBI155  ,28325,442,253,1024
7589,4240CC,,,54.80942,35.53673,SBI155  ,28375,442,253,1024
7609,4240CC,,,54.78165,35.38230,SBI155  ,28425,442,253,1024
7614,4240CC,,,54.78109,35.37906,SBI155  ,28425,442,253,1024
7623,4240CC,,,54.78008,35.37339,SBI155  ,28450,442,253,1024
7655,4240CC,,,54.78008,35.37339,SBI155  ,28700,444,253,1152
7671,4240CC,,,54.78008,35.37339,SBI155  ,28775,444,253,1152
7676,4240CC,,,54.76982,35.31660,SBI155  ,28775,444,253,1152
7684,4240CC,,,54.76922,35.31322,SBI155  ,28800,444,253,1152
7703,4C01E1,,,55.18350,37.36232,ASL654  ,18400,420,2,-1024
7715,4C01E1,,,55.18963,37.36275,ASL654  ,18350,419,2,-1024
7718,4C01E1,,,55.19160,37.36281,ASL654  ,18325,419,2,-1024
7725,4C01E1,,,55.19345,37.36300,ASL654  ,18300,419,2,-1024
7727,4C01E1,,,55.19527,37.36313,ASL654  ,18300,419,2,-1024
7748,4C01E1,,,55.20472,37.36375,ASL654  ,18200,419,2,-1024
7750,4C01E1,,,55.20662,37.36377,ASL654  ,18200,419,2,-1024
7769,4C01E1,,,55.22031,37.36400,ASL654  ,18075,419,2,-1024
7772,4C01E1,,,55.22385,37.36392,ASL654  ,18075,417,0,-832
7804,4C01E1,,,55.22385,37.36392,ASL654  ,17800,415,0,-1216
7815,4C01E1,,,55.33356,37.36111,ASL654  ,17675,415,0,-1600
7947,424048,,,54.96254,35.84887,SBI797  ,26000,423,269,0
7950,424048,,,54.96246,35.84581,SBI797  ,26000,423,269,0
7952,424048,,,54.96240,35.84217,SBI797  ,26000,423,269,0
7954,424048,,,54.96237,35.83832,SBI797  ,26000,423,269,0
7957,424048,,,54.96232,35.83565,SBI797  ,26000,423,269,0
7960,424048,,,54.96227,35.83070,SBI797  ,26000,423,269,0
7965,424048,,,54.96213,35.81884,SBI797  ,26000,423,269,0
7971,424048,,,54.96209,35.81535,SBI797  ,26000,423,269,0
7977,424048,,,54.96194,35.80218,SBI797  ,26000,423,269,0
7980,424048,,,54.96190,35.79895,SBI797  ,26000,423,269,0
7983,424048,,,54.96190,35.79685,SBI797  ,26000,423,269,0
7992,424048,,,54.96190,35.79532,SBI797  ,26000,423,269,0
7995,424048,,,54.96185,35.79200,SBI797  ,26000,423,269,0
7996,424048,,,54.96181,35.79063,SBI797  ,26000,423,269,0
7997,424048,,,54.96181,35.78869,SBI797  ,26000,423,269,0
8000,424048,,,54.96176,35.78572,SBI797  ,26000,423,269,0
8003,424048,,,54.96157,35.77223,SBI797  ,26000,423,269,0
8011,424048,,,54.96157,35.77223,SBI797  ,26000,423,269,0
8048,424332,,,54.78854,37.33512,AFL1625 ,23900,432,348,-2048
8051,424332,,,54.79031,37.33529,AFL1625 ,23875,432,348,-2048
8125,4242CA,,,54.99692,36.66582,SBI876  ,20400,416,61,-2368
8127,4242CA,,,54.99695,36.66579,SBI876  ,20375,416,61,-2368
8145,4242CA,,,55.00273,36.68460,SBI876  ,20125,415,61,-2368
8148,4242CA,,,55.00365,36.68747,SBI876  ,20100,415,61,-2368
8155,4242CA,,,55.00529,36.69275,SBI876  ,20025,415,61,-2368
8158,4242CA,,,55.00616,36.69571,SBI876  ,19975,415,61,-2368
8163,4242CA,,,55.00724,36.69916,SBI876  ,19950,414,61,-2304
8171,4242CA,,,55.00891,36.70443,SBI876  ,19875,414,61,-2240
8174,4242CA,,,55.00980,36.70732,SBI876  ,19850,414,61,-2240
8178,4242CA,,,55.01070,36.71025,SBI876  ,19800,414,61,-2240
8183,4242CA,,,55.01180,36.71373,SBI876  ,19775,414,61,-2240
8196,4242CA,,,55.01362,36.71955,SBI876  ,19700,413,61,-2240
8205,4242CA,,,55.01450,36.72245,SBI876  ,19650,413,61,-2240
8209,4242CA,,,55.01539,36.72538,SBI876  ,19600,413,61,-2240
8221,4242CA,,,55.01739,36.73179,SBI876  ,19525,412,61,-2304
8232,4242CA,,,55.01830,36.73473,SBI876  ,19500,412,61,-2368
8242,4242CA,,,55.01827,36.73470,SBI876  ,19450,412,61,-2368
8249,4242CA,,,55.01917,36.73763,SBI876  ,19425,411,61,-2368
8250,4242CA,,,55.01990,36.73995,SBI876  ,19400,411,61,-2368
8251,4242CA,,,55.02028,36.74111,SBI876  ,19375,411,61,-2368
8255,4242CA,,,55.02118,36.74402,SBI876  ,19325,411,61,-2368
8267,4242CA,,,55.02172,36.74569,SBI876  ,19325,411,61,-2368
8268,4242CA,,,55.02205,36.74685,SBI876  ,19300,411,61,-2368
8276,4242CA,,,55.02260,36.74862,SBI876  ,19275,411,61,-2368
8277,4242CA,,,55.02296,36.74975,SBI876  ,19250,411,61,-2368
8286,4242CA,,,55.02567,36.75848,SBI876  ,19150,411,61,-2368
8289,4242CA,,,55.02656,36.76142,SBI876  ,19100,411,61,-2432
8293,4242CA,,,55.02745,36.76429,SBI876  ,19050,411,61,-2432
8298,4242CA,,,55.02963,36.77124,SBI876  ,18950,410,61,-2688
8302,4242CA,,,55.03052,36.77415,SBI876  ,18925,410,61,-2688
8308,4242CA,,,55.03125,36.77641,SBI876  ,18875,410,61,-2688
8317,4242CA,,,55.03215,36.77931,SBI876  ,18825,411,61,-2688
8326,4242CA,,,55.03304,36.78223,SBI876  ,18775,411,61,-2688
8327,4242CA,,,55.03410,36.78572,SBI876  ,18750,411,61,-2688
8330,4242CA,,,55.03517,36.78922,SBI876  ,18700,411,61,-2688
8332,4242CA,,,55.03555,36.79038,SBI876  ,18675,411,61,-2688
8340,4242CA,,,55.03610,36.79208,SBI876  ,18650,411,61,-2560
8344,4242CA,,,55.03642,36.79329,SBI876  ,18625,411,61,-2496
8348,4242CA,,,55.03679,36.79442,SBI876  ,18625,411,61,-2496
8351,4242CA,,,55.03736,36.79613,SBI876  ,18600,411,61,-2496
8354,4242CA,,,55.03787,36.79787,SBI876  ,18575,411,61,-2496
8361,4242CA,,,55.03876,36.80081,SBI876  ,18525,411,61,-2432
8364,4242CA,,,55.03969,36.80370,SBI876  ,18500,411,61,-2432
8372,4242CA,,,55.03967,36.80371,SBI876  ,18450,411,61,-2432
8378,4242CA,,,55.04057,36.80661,SBI876  ,18400,411,61,-2432
8389,4242CA,,,55.04253,36.81294,SBI876  ,18325,411,61,-2432
8399,4242CA,,,55.04718,36.82803,SBI876  ,18125,409,61,-2432
8418,4242CA,,,55.04718,36.82803,SBI876  ,17750,407,61,-1728
8424,4242CA,,,55.05840,36.86446,SBI876  ,17725,407,61,-1728
8429,4242CA,,,55.05945,36.86786,SBI876  ,17700,407,61,-1664
8433,4242CA,,,55.06013,36.87020,SBI876  ,17675,407,61,-1664
8436,4242CA,,,55.06068,36.87195,SBI876  ,17675,406,61,-1600
8438,4242CA,,,55.06106,36.87303,SBI876  ,17650,406,61,-1600
8446,4242CA,,,55.06155,36.87480,SBI876  ,17625,406,61,-1664
8449,4242CA,,,55.06120,36.87361,SBI876  ,17625,406,61,-1664
8458,4242CA,,,55.06210,36.87650,SBI876  ,17600,406,61,-1664
8468,4242CA,,,55.06297,36.87933,SBI876  ,17550,405,61,-1728
8478,4242CA,,,55.06471,36.88506,SBI876  ,17500,404,61,-1792
8493,4242CA,,,55.06577,36.88854,SBI876  ,17475,404,61,-1792
8497,4242CA,,,55.06613,36.88967,SBI876  ,17450,404,61,-1792
8500,4242CA,,,55.06664,36.89134,SBI876  ,17425,404,61,-1856
8501,4242CA,,,55.06720,36.89309,SBI876  ,17425,404,61,-1856
8502,4242CA,,,55.06753,36.89425,SBI876  ,17400,404,61,-1856
8514,4242CA,,,55.06930,36.89991,SBI876  ,17350,403,61,-1920
8521,4242CA,,,55.07195,36.90849,SBI876  ,17250,403,61,-1920
8524,4242CA,,,55.07281,36.91132,SBI876  ,17225,402,61,-1920
8529,4242CA,,,55.07367,36.91415,SBI876  ,17175,402,61,-1920
8537,4242CA,,,55.07437,36.91639,SBI876  ,17150,401,61,-1920
8547,4242CA,,,55.07544,36.91981,SBI876  ,17125,401,61,-1920
8552,4242CA,,,55.07648,36.92319,SBI876  ,17075,401,61,-1920
8554,4242CA,,,55.07735,36.92605,SBI876  ,17050,401,61,-1920
8556,4242CA,,,55.07772,36.92721,SBI876  ,17050,401,61,-1920
8560,4242CA,,,55.07822,36.92893,SBI876  ,17025,400,61,-1984
8569,4242CA,,,55.07907,36.93171,SBI876  ,16975,400,61,-1984
8582,4242CA,,,55.07996,36.93458,SBI876  ,16950,400,61,-1984
8589,4242CA,,,55.08151,36.93967,SBI876  ,16900,400,61,-1984
8593,4242CA,,,55.08188,36.94080,SBI876  ,16875,400,61,-1984
8598,4242CA,,,55.08238,36.94250,SBI876  ,16850,400,61,-1984
8600,4242CA,,,55.08224,36.94194,SBI876  ,16850,400,61,-1984
8603,4242CA,,,55.08256,36.94303,SBI876  ,16825,400,61,-1984
8614,4242CA,,,55.08326,36.94527,SBI876  ,16800,400,61,-1984
8617,4242CA,,,55.08377,36.94702,SBI876  ,16775,400,61,-1984
8619,4242CA,,,55.08430,36.94872,SBI876  ,16750,400,61,-1984
8620,4242CA,,,55.08484,36.95043,SBI876  ,16750,400,61,-1984
8621,4242CA,,,55.08517,36.95152,SBI876  ,16725,400,61,-1984
8625,4242CA,,,55.08587,36.95376,SBI876  ,16700,400,61,-1984
8630,4242CA,,,55.08673,36.95663,SBI876  ,16675,399,61,-2048
8637,4242CA,,,55.08759,36.95942,SBI876  ,16625,399,61,-2048
8651,4242CA,,,55.08950,36.96566,SBI876  ,16550,399,61,-2048
8654,4242CA,,,55.09090,36.97016,SBI876  ,16500,399,61,-2048
8661,4242CA,,,55.09122,36.97132,SBI876  ,16500,398,61,-2048
8672,4242CA,,,55.09209,36.97408,SBI876  ,16450,398,61,-2048
8675,4242CA,,,55.09264,36.97578,SBI876  ,16450,398,61,-2048
8683,4242CA,,,55.09364,36.97917,SBI876  ,16400,398,61,-2048
8686,4242CA,,,55.09401,36.98030,SBI876  ,16400,398,61,-2048
8696,4242CA,,,55.09538,36.98483,SBI876  ,16325,398,61,-2048
8697,4242CA,,,55.09575,36.98596,SBI876  ,16325,398,61,-2048
8706,4242CA,,,55.09763,36.99210,SBI876  ,16250,397,61,-1984
8718,4242CA,,,55.09937,36.99775,SBI876  ,16200,397,61,-1984
8731,4242CA,,,55.10216,37.00670,SBI876  ,16075,397,61,-1984
8738,4242CA,,,55.10300,37.00953,SBI876  ,16025,396,61,-1984
8744,4242CA,,,55.10390,37.01229,SBI876  ,15975,396,61,-1984
8753,4242CA,,,55.10491,37.01569,SBI876  ,15950,396,61,-1984
8759,4242CA,,,55.10646,37.02069,SBI876  ,15875,396,61,-1984
8761,4242CA,,,55.10820,37.02627,SBI876  ,15825,396,61,-1984
8774,4242CA,,,55.10924,37.02967,SBI876  ,15800,395,61,-1984
8779,4242CA,,,55.11166,37.03749,SBI876  ,15700,395,61,-1920
8787,4242CA,,,55.11337,37.04307,SBI876  ,15650,395,61,-1920
8795,4242CA,,,55.11422,37.04582,SBI876  ,15600,394,61,-1920
8803,4242CA,,,55.11575,37.05083,SBI876  ,15550,394,61,-1920
8814,4242CA,,,55.12106,37.06811,SBI876  ,15350,394,61,-1920
8821,4242CA,,,55.12362,37.07644,SBI876  ,15250,392,61,-1792
8936,42424D,,,54.98736,36.76999,GLP926  ,23550,377,56,-1920
8940,42424D,,,54.98831,36.77253,GLP926  ,23525,377,56,-1920
8946,42424D,,,54.98868,36.77350,GLP926  ,23500,377,56,-1920
8947,42424D,,,54.98927,36.77499,GLP926  ,23500,377,56,-1920
8950,42424D,,,54.98964,36.77598,GLP926  ,23475,377,56,-1920
8953,42424D,,,54.99002,36.77698,GLP926  ,23450,377,56,-1920
8969,42424D,,,54.99138,36.78053,GLP926  ,23400,376,56,-1856
8974,42424D,,,54.99216,36.78255,GLP926  ,23375,376,56,-1920
8978,42424D,,,54.99272,36.78406,GLP926  ,23375,376,56,-1920
8983,42424D,,,54.99367,36.78659,GLP926  ,23350,375,56,-1856
8989,42424D,,,54.99463,36.78905,GLP926  ,23300,375,56,-1856
9001,424319,,,54.32665,37.42867,AFL1107 ,33975,436,348,64
9012,42424D,,,54.99956,36.80212,GLP926  ,23150,375,56,-1920
9013,424319,,,54.32665,37.42867,AFL1107 ,33975,435,348,64
9020,42424D,,,55.00035,36.80412,GLP926  ,23125,375,56,-1920
9022,424319,,,54.32665,37.42867,AFL1107 ,33975,436,348,64
9028,4242CA,,,55.12362,37.07644,SBI876  ,14225,392,61,-1792
9032,42424D,,,55.00035,36.80412,GLP926  ,23025,375,56,-1920
9034,4242CA,,,55.12362,37.07644,SBI876  ,14175,392,61,-1792
9040,424319,,,54.32665,37.42867,AFL1107 ,33975,436,348,64
9050,42424D,,,55.00511,36.81664,GLP926  ,22950,375,56,-1920
9053,424319,,,54.34529,37.42186,AFL1107 ,33975,436,348,0
9058,424319,,,54.34941,37.42032,AFL1107 ,33975,436,348,0
9062,424319,,,54.35118,37.41968,AFL1107 ,33975,436,348,-192
9064,42424D,,,55.00887,36.82658,GLP926  ,22825,373,56,-1920
9081,42424D,,,55.01097,36.83208,GLP926  ,22750,373,56,-1920
9083,42424D,,,55.01152,36.83360,GLP926  ,22750,373,56,-1920
9085,4242CA,,,55.12362,37.07644,SBI876  ,14000,392,61,-1792
9102,42424D,,,55.01344,36.83853,GLP926  ,22675,373,56,-1920
9109,42424D,,,55.01436,36.84107,GLP926  ,22650,373,56,-1920
9133,42424D,,,55.01627,36.84606,GLP926  ,22575,373,56,-1920
9134,424319,,,54.36676,37.41402,AFL1107 ,33850,437,348,-896
9135,42424D,,,55.01665,36.84706,GLP926  ,22575,373,56,-1920
9142,4BA9AE,,,55.30359,37.03308,THY4TE  ,9975,261,196,1664
9145,42424D,,,55.01813,36.85097,GLP926  ,22525,373,56,-1920
9153,42424D,,,55.01912,36.85348,GLP926  ,22475,372,56,-1920
9154,424319,,,54.37264,37.41186,AFL1107 ,33775,437,348,-896
9157,42424D,,,55.02004,36.85597,GLP926  ,22450,372,56,-1920
9158,424319,,,54.37482,37.41111,AFL1107 ,33750,437,348,-1536
9168,4BA9AE,,,55.29781,37.03039,THY4TE  ,10125,264,196,2048
9169,42424D,,,55.02307,36.86396,GLP926  ,22350,371,56,-1920
9171,4BA9AE,,,55.29680,37.02990,THY4TE  ,10150,264,196,2048
9174,42424D,,,55.02381,36.86596,GLP926  ,22325,371,56,-1920
9184,424319,,,54.38979,37.40562,AFL1107 ,33475,437,348,-2304
9192,4BA9AE,,,55.28944,37.02642,THY4TE  ,10375,268,196,1856
9198,42424D,,,55.03148,36.88627,GLP926  ,22050,371,56,-1856
9200,4BA9AE,,,55.28944,37.02642,THY4TE  ,10500,269,196,2048
9202,4BA9AE,,,55.28944,37.02642,THY4TE  ,10550,269,196,2048
9204,4BA9AE,,,55.28944,37.02642,THY4TE  ,10575,269,196,2048
9205,42424D,,,55.03148,36.88627,GLP926  ,21900,371,56,-1856
9215,42424D,,,55.04327,36.91739,GLP926  ,21675,368,56,-1856
9221,42424D,,,55.04327,36.91739,GLP926  ,21500,368,56,-1856
9231,4BA9AE,,,55.28944,37.02642,THY4TE  ,11125,275,196,1984
9232,42424D,,,55.05052,36.93660,GLP926  ,21425,368,56,-1920
9239,42424D,,,55.05130,36.93854,GLP926  ,21400,367,56,-1856
9242,42424D,,,55.05167,36.93951,GLP926  ,21375,367,56,-1856
9244,42424D,,,55.05203,36.94056,GLP926  ,21375,367,56,-1856
9264,42424D,,,55.05482,36.94794,GLP926  ,21275,367,56,-1856
9266,42424D,,,55.05574,36.95033,GLP926  ,21250,367,56,-1856
9271,42424D,,,55.05757,36.95526,GLP926  ,21175,366,56,-1856
9276,42424D,,,55.06055,36.96310,GLP926  ,21075,366,56,-1856
9278,42424D,,,55.06128,36.96504,GLP926  ,21050,366,56,-1856
9279,4BA9AE,,,55.28944,37.02642,THY4TE  ,11550,275,196,1984
9283,42424D,,,55.06311,36.96996,GLP926  ,20975,365,56,-1920
9295,4BA9AE,,,55.28944,37.02642,THY4TE  ,11725,281,196,1984
9298,4BA9AE,,,55.23856,37.00237,THY4TE  ,11775,281,196,1984
9299,42424D,,,55.06776,36.98214,GLP926  ,20825,364,56,-1856
9304,4BA9AE,,,55.23749,37.00187,THY4TE  ,11800,281,196,1984
9306,42424D,,,55.06865,36.98459,GLP926  ,20800,364,56,-1856
9313,4BA9AE,,,55.23615,37.00123,THY4TE  ,11825,282,196,1920
9333,4BA9AE,,,55.23427,37.00034,THY4TE  ,11875,283,196,1792
9339,42424D,,,55.07126,36.99145,GLP926  ,20700,364,56,-1856
9340,4BA9AE,,,55.23372,37.00001,THY4TE  ,11875,283,196,1792
9344,42424D,,,55.07162,36.99242,GLP926  ,20700,364,56,-1856
9346,4BA9AE,,,55.23293,36.99971,THY4TE  ,11900,283,196,1792
9347,42424D,,,55.07199,36.99339,GLP926  ,20675,364,56,-1856
9350,4BA9AE,,,55.23212,36.99929,THY4TE  ,11900,283,196,1792
9358,42424D,,,55.07293,36.99579,GLP926  ,20650,364,56,-1856
9364,4BA9AE,,,55.23046,36.99854,THY4TE  ,11950,285,196,1664
9367,42424D,,,55.07382,36.99824,GLP926  ,20625,364,56,-1856
9374,4BA9AE,,,55.22910,36.99783,THY4TE  ,11975,286,196,1664
9387,42424D,,,55.07570,37.00316,GLP926  ,20575,364,56,-1856
9389,4BA9AE,,,55.22748,36.99704,THY4TE  ,12025,287,196,1536
9403,42424D,,,55.07698,37.00653,GLP926  ,20525,363,56,-1856
9409,42424D,,,55.07753,37.00801,GLP926  ,20500,363,56,-1856
9417,4BA9AE,,,55.22478,36.99571,THY4TE  ,12075,288,196,1536
9418,4BA9AE,,,55.22392,36.99525,THY4TE  ,12075,288,196,1536
9421,42424D,,,55.07826,37.00995,GLP926  ,20475,363,56,-1792
9423,4BA9AE,,,55.22342,36.99501,THY4TE  ,12075,288,197,1536
9431,4BA9AE,,,55.22383,36.99517,THY4TE  ,12100,289,197,1536
9441,42424D,,,55.08098,37.01727,GLP926  ,20375,362,56,-1792
9442,4BA9AE,,,55.21961,36.99280,THY4TE  ,12150,289,197,1536
9453,4BA9AE,,,55.21642,36.99072,THY4TE  ,12225,291,200,1472
9454,42424D,,,55.08376,37.02449,GLP926  ,20300,362,56,-1792
9459,42424D,,,55.08632,37.03136,GLP926  ,20200,362,56,-1792
9460,42424D,,,55.08722,37.03375,GLP926  ,20175,362,56,-1792
9462,4BA9AE,,,55.20863,36.98522,THY4TE  ,12375,291,200,1472
9472,42424D,,,55.09177,37.04590,GLP926  ,20025,361,56,-1856
9476,42424D,,,55.09453,37.05314,GLP926  ,19925,361,56,-1984
9480,42424D,,,55.09543,37.05551,GLP926  ,19875,361,56,-2112
9483,42424D,,,55.09634,37.05797,GLP926  ,19850,361,56,-2240
9487,42424D,,,55.09726,37.06036,GLP926  ,19800,361,56,-2368
9488,42424D,,,55.09816,37.06279,GLP926  ,19750,361,56,-2368
9491,42424D,,,55.09909,37.06521,GLP926  ,19700,361,56,-2624
9492,42424D,,,55.10019,37.06811,GLP926  ,19650,361,56,-2624
9496,42424D,,,55.10109,37.07053,GLP926  ,19600,361,56,-2624
9501,42424D,,,55.10295,37.07545,GLP926  ,19475,361,56,-2624
9507,42424D,,,55.10663,37.08527,GLP926  ,19250,365,56,-3392
9510,42424D,,,55.10756,37.08766,GLP926  ,19200,365,56,-3392
9512,42424D,,,55.10849,37.09018,GLP926  ,19150,365,56,-3392
9513,4BA9AE,,,55.20863,36.98522,THY4TE  ,12900,304,204,1472
9520,42424D,,,55.11110,37.09708,GLP926  ,19000,368,56,-3136
9523,42424D,,,55.11205,37.09954,GLP926  ,18950,368,56,-3136
9525,42424D,,,55.11296,37.10208,GLP926  ,18900,370,56,-3072
9529,42424D,,,55.11371,37.10399,GLP926  ,18850,370,56,-3072
9533,42424D,,,55.11557,37.10899,GLP926  ,18750,371,56,-2880
9535,4BA9AE,,,55.20863,36.98522,THY4TE  ,13125,304,204,1472
9539,42424D,,,55.11748,37.11398,GLP926  ,18675,371,56,-2752
9542,4BA9AE,,,55.20863,36.98522,THY4TE  ,13175,314,204,1472
9544,4BA9AE,,,55.16659,36.95401,THY4TE  ,13200,314,204,1472
9550,42424D,,,55.12046,37.12205,GLP926  ,18525,373,56,-2560
9554,4BA9AE,,,55.16398,36.95210,THY4TE  ,13250,315,203,1536
9558,42424D,,,55.12143,37.12450,GLP926  ,18500,373,56,-2560
9563,4BA9AE,,,55.16287,36.95127,THY4TE  ,13275,316,204,1536
9564,42424D,,,55.12237,37.12705,GLP926  ,18450,373,56,-2560
9570,4BA9AE,,,55.16142,36.95018,THY4TE  ,13300,317,204,1536
9571,4BA9AE,,,55.16086,36.94977,THY4TE  ,13300,317,204,1536
9579,4BA9AE,,,55.15883,36.94831,THY4TE  ,13350,318,203,1536
9588,4BA9AE,,,55.15742,36.94727,THY4TE  ,13375,319,203,1536
9600,4BA9AE,,,55.15481,36.94536,THY4TE  ,13425,319,203,1536
9602,42424D,,,55.12763,37.14103,GLP926  ,18250,373,56,-2560
9605,4BA9AE,,,55.15334,36.94427,THY4TE  ,13450,319,203,1536
9606,4BA9AE,,,55.15244,36.94361,THY4TE  ,13450,319,203,1536
9612,4BA9AE,,,55.15193,36.94319,THY4TE  ,13475,321,203,1472
9619,4BA9AE,,,55.15068,36.94234,THY4TE  ,13500,321,203,1472
9623,4BA9AE,,,55.14923,36.94128,THY4TE  ,13525,322,203,1472
9627,4BA9AE,,,55.14807,36.94040,THY4TE  ,13550,322,203,1472
9631,4BA9AE,,,55.14400,36.93741,THY4TE  ,13600,324,203,1472
9638,4BA9AE,,,55.14400,36.93741,THY4TE  ,13800,326,203,1472
9643,4BA9AE,,,55.12758,36.92546,THY4TE  ,13900,330,203,1536
9645,4BA9AE,,,55.12514,36.92376,THY4TE  ,13950,331,203,1536
9646,4BA9AE,,,55.12395,36.92287,THY4TE  ,13975,331,203,1536
9649,4BA9AE,,,55.12246,36.92180,THY4TE  ,14000,332,203,1536
9653,4BA9AE,,,55.11971,36.91981,THY4TE  ,14050,333,203,1536
9656,4BA9AE,,,55.11823,36.91875,THY4TE  ,14075,333,203,1536
9658,4BA9AE,,,55.11697,36.91781,THY4TE  ,14100,334,203,1536
9665,4BA9AE,,,55.11488,36.91632,THY4TE  ,14150,334,203,1536
9669,4BA9AE,,,55.11369,36.91544,THY4TE  ,14150,334,203,1536
9683,4BA9AE,,,55.10966,36.91253,THY4TE  ,14225,336,203,1536
9688,4BA9AE,,,55.10817,36.91148,THY4TE  ,14250,338,203,1472
9690,4BA9AE,,,55.10542,36.90948,THY4TE  ,14300,338,203,1472
9696,4BA9AE,,,55.10385,36.90833,THY4TE  ,14325,338,203,1472
9701,4BA9AE,,,55.10263,36.90749,THY4TE  ,14350,338,203,1472
9707,4BA9AE,,,55.10106,36.90631,THY4TE  ,14375,338,203,1472
9711,4BA9AE,,,55.09951,36.90516,THY4TE  ,14400,341,203,1472
9715,4BA9AE,,,55.09890,36.90474,THY4TE  ,14425,341,203,1472
9719,4BA9AE,,,55.09827,36.90429,THY4TE  ,14425,341,203,1472
9721,4BA9AE,,,55.09763,36.90388,THY4TE  ,14450,341,203,1472
9725,4BA9AE,,,55.09671,36.90316,THY4TE  ,14450,341,203,1472
9735,4BA9AE,,,55.09550,36.90233,THY4TE  ,14475,342,203,1472
9744,4BA9AE,,,55.09415,36.90133,THY4TE  ,14525,342,203,1408
9748,4BA9AE,,,55.09177,36.89960,THY4TE  ,14525,343,203,1344
9756,4BA9AE,,,55.08959,36.89808,THY4TE  ,14575,344,203,1344
9782,4BA9AE,,,55.08610,36.89550,THY4TE  ,14625,345,203,1472
9785,4BA9AE,,,55.08517,36.89484,THY4TE  ,14650,345,203,1472
9796,4BA9AE,,,55.08396,36.89400,THY4TE  ,14675,345,203,1536
9800,4BA9AE,,,55.08298,36.89330,THY4TE  ,14675,345,203,1536
9803,42424D,,,55.12763,37.14103,GLP926  ,16350,371,56,-2048
9804,4BA9AE,,,55.08140,36.89209,THY4TE  ,14700,346,203,1536
9814,4BA9AE,,,55.07950,36.89080,THY4TE  ,14750,346,203,1536
9818,42424D,,,55.12763,37.14103,GLP926  ,16300,371,56,-2048
9823,4BA9AE,,,55.07791,36.88959,THY4TE  ,14775,347,203,1600
9827,4BA9AE,,,55.07600,36.88826,THY4TE  ,14825,347,203,1664
9829,4BA9AE,,,55.07507,36.88760,THY4TE  ,14850,347,203,1728
9832,4BA9AE,,,55.07355,36.88644,THY4TE  ,14875,348,203,1792
9836,4BA9AE,,,55.07190,36.88527,THY4TE  ,14900,348,203,1792
9839,4BA9AE,,,55.07039,36.88417,THY4TE  ,14925,348,203,1792
9844,4BA9AE,,,55.07055,36.88427,THY4TE  ,14950,349,203,1792
9847,4BA9AE,,,55.06746,36.88207,THY4TE  ,14975,349,203,1792
9858,4BA9AE,,,55.06462,36.88005,THY4TE  ,15050,349,203,1792
9868,4BA9AE,,,55.06270,36.87860,THY4TE  ,15100,350,203,1856
9870,4BA9AE,,,55.06175,36.87794,THY4TE  ,15100,350,203,1856
9880,4BA9AE,,,55.06050,36.87703,THY4TE  ,15150,351,203,1920
9895,4BA9AE,,,55.05826,36.87544,THY4TE  ,15200,351,203,2048
9899,4BA9AE,,,55.05761,36.87494,THY4TE  ,15200,351,203,2048
9903,4BA9AE,,,55.05542,36.87336,THY4TE  ,15275,351,203,2112
9904,4BA9AE,,,55.05377,36.87222,THY4TE  ,15300,351,203,2112
9911,4BA9AE,,,55.04807,36.86812,THY4TE  ,15450,351,203,2176
9914,4BA9AE,,,55.04644,36.86695,THY4TE  ,15500,351,203,2176
9927,4BA9AE,,,55.03688,36.86002,THY4TE  ,15725,351,203,2304
9941,4BA9AE,,,55.03180,36.85638,THY4TE  ,15875,351,203,2176
9942,4BA9AE,,,55.03019,36.85522,THY4TE  ,15900,351,203,2176
9963,4BA9AE,,,55.02576,36.85202,THY4TE  ,16000,351,203,2112
9966,4BA9AE,,,55.02443,36.85105,THY4TE  ,16025,351,203,2112
9971,4BA9AE,,,55.02349,36.85039,THY4TE  ,16050,353,203,2048
9973,4BA9AE,,,55.02288,36.84989,THY4TE  ,16075,353,203,2048
9980,4BA9AE,,,55.02251,36.84964,THY4TE  ,16075,353,203,2048
9982,4BA9AE,,,55.02306,36.85008,THY4TE  ,16100,353,203,2048
9987,4BA9AE,,,55.02246,36.84960,THY4TE  ,16125,353,203,2048
9997,4BA9AE,,,55.01839,36.84669,THY4TE  ,16175,353,203,1984
10005,4BA9AE,,,55.01550,36.84459,THY4TE  ,16250,353,203,1984
10011,4BA9AE,,,55.01385,36.84340,THY4TE  ,16275,353,203,1920
10015,4BA9AE,,,55.01289,36.84273,THY4TE  ,16275,354,203,1856
10016,424319,,,54.78813,37.33550,AFL1107 ,24825,412,2,-2368
10021,4BA9AE,,,55.01230,36.84233,THY4TE  ,16300,354,203,1856
10035,4BA9AE,,,55.01001,36.84063,THY4TE  ,16350,354,203,1792
10045,4BA9AE,,,55.00777,36.83902,THY4TE  ,16375,354,203,1664
10052,4BA9AE,,,55.00682,36.83832,THY4TE  ,16400,355,203,1600
10054,4BA9AE,,,55.00617,36.83782,THY4TE  ,16425,355,203,1600
10064,4BA9AE,,,55.00324,36.83574,THY4TE  ,16450,355,203,1536
10069,4BA9AE,,,55.00198,36.83483,THY4TE  ,16475,356,203,1472
